"Participant","RT","symb1","symb2","choice","condition"
"P21",0.783118656251,"C","D","C","N"
"P21",1.31628539635,"D","F","F","N"
"P21",0.949678173847,"D","B","B","N"
"P21",1.24964578612,"C","F","C","N"
"P21",0.849747920691,"C","E","C","N"
"P21",1.04972022466,"E","D","E","N"
"P21",0.849798130841,"E","B","E","N"
"P21",0.633180349019,"F","E","E","N"
"P21",1.31623847941,"A","D","A","N"
"P21",1.54956424989,"A","E","A","N"
"P21",1.5495381358,"B","E","E","N"
"P21",NA,"B","F",NA,"N"
"P21",1.31626853633,"D","E","E","N"
"P21",0.949776645288,"D","C","C","N"
"P21",1.68285012293,"B","C","C","N"
"P21",1.19965848377,"B","D","B","N"
"P21",1.61619531583,"C","A","A","N"
"P21",0.999771174653,"B","E","E","N"
"P21",1.48287936181,"F","B","F","N"
"P21",1.41627043105,"C","F","C","N"
"P21",1.64951346531,"B","F","F","N"
"P21",0.666497698514,"A","D","A","N"
"P21",1.09957370847,"E","D","E","N"
"P21",1.19964945226,"B","C","C","N"
"P21",0.81644792746,"E","A","E","N"
"P21",1.48289522334,"F","C","C","N"
"P21",0.966360610822,"A","E","A","N"
"P21",1.09969558424,"E","C","E","N"
"P21",0.983077483628,"F","E","E","N"
"P21",1.33294680491,"D","B","B","N"
"P21",0.799856737918,"D","A","A","N"
"P21",1.48284104029,"D","F","F","N"
"P21",1.09970524131,"C","E","E","N"
"P21",0.749827496034,"C","D","C","N"
"P21",0.966425470484,"A","B","A","N"
"P21",1.282835708,"F","D","D","N"
"P21",0.983064343878,"B","A","A","N"
"P21",0.766446775589,"A","C","A","N"
"P21",0.73313719145,"A","F","A","N"
"P21",0.733177861821,"E","F","E","N"
"P21",1.36628333321,"D","C","C","N"
"P21",0.80076123939,"D","E","E","N"
"P21",NA,"C","B",NA,"N"
"P21",0.849748173323,"F","A","A","N"
"P21",0.766454522898,"E","B","E","N"
"P21",0.716421160741,"D","A","A","N"
"P21",1.03301559537,"B","C","C","N"
"P21",1.06637004233,"F","A","A","N"
"P21",1.43292005925,"E","F","E","N"
"P21",1.04971219765,"B","A","A","N"
"P21",1.14967512425,"D","C","C","N"
"P21",1.54955368757,"B","E","E","N"
"P21",1.24966003263,"E","B","E","N"
"P21",1.54952589229,"A","E","A","N"
"P21",1.14964566883,"C","D","C","N"
"P21",1.41625714694,"E","C","E","N"
"P21",0.766453873279,"C","E","E","N"
"P21",NA,"B","F",NA,"N"
"P21",0.983041778632,"D","B","B","N"
"P21",1.1329777731,"C","B","C","N"
"P21",1.11636587394,"B","D","B","N"
"P21",0.88311913745,"F","B","B","N"
"P21",0.733151531193,"E","D","E","N"
"P21",0.733116490854,"A","D","A","N"
"P21",0.766478357305,"E","A","E","N"
"P21",1.1163416666,"F","D","F","N"
"P21",0.716490011355,"F","C","C","N"
"P21",1.36628595875,"D","F","D","N"
"P21",0.683161708559,"C","A","A","N"
"P21",0.733148027457,"F","E","E","N"
"P21",0.566526759951,"A","F","A","N"
"P21",0.899762690506,"C","F","C","N"
"P21",0.849757523627,"A","B","A","N"
"P21",1.21629884287,"D","E","E","N"
"P21",0.616538600461,"A","C","A","N"
"P21",0.966387609116,"C","F","C","N"
"P21",1.04973776137,"F","B","B","N"
"P21",0.816448883843,"F","E","E","N"
"P21",0.849778630236,"F","C","C","N"
"P21",0.899749848499,"D","E","E","N"
"P21",0.899722516371,"E","A","E","N"
"P21",1.08300080751,"F","D","D","N"
"P21",0.716480961797,"E","F","E","N"
"P21",0.8164144029,"C","A","A","N"
"P21",0.799793108323,"E","C","E","N"
"P21",0.533209013467,"B","A","A","N"
"P21",0.749804497711,"A","F","A","N"
"P21",1.06635548605,"D","F","F","N"
"P21",0.849765574694,"D","C","C","N"
"P21",0.799775439282,"E","B","E","N"
"P21",0.799791818106,"A","E","E","N"
"P21",0.999689485041,"C","B","C","N"
"P21",0.999737650092,"D","B","B","N"
"P21",1.21631636755,"B","F","F","N"
"P21",0.71644510342,"F","A","A","N"
"P21",NA,"B","C",NA,"N"
"P21",0.783138887678,"B","D","B","N"
"P21",0.816454552974,"E","D","E","N"
"P21",1.09969185795,"A","D","A","N"
"P21",0.999683695611,"A","C","A","N"
"P21",1.24961000895,"C","D","C","N"
"P21",1.11634351621,"C","E","E","N"
"P21",0.816468766401,"A","B","A","N"
"P21",0.88309454816,"D","A","A","N"
"P21",0.899794100796,"B","E","E","N"
"P21",0.749798945873,"D","E","E","N"
"P21",0.649809682633,"B","D","B","N"
"P21",0.633151934197,"E","A","A","N"
"P21",0.683157886031,"D","A","A","N"
"P21",1.19965648078,"D","B","B","N"
"P21",0.716489033917,"B","E","B","N"
"P21",1.01638580161,"C","F","C","N"
"P21",0.666503478922,"C","E","C","N"
"P21",1.13298155051,"A","F","A","N"
"P21",0.883097615808,"F","D","D","N"
"P21",1.24965392441,"D","F","D","N"
"P21",0.666495373718,"A","B","A","N"
"P21",0.64983124939,"A","D","A","N"
"P21",0.982976627245,"C","A","A","N"
"P21",0.699858109338,"A","E","A","N"
"P21",0.883101561643,"E","F","E","N"
"P21",0.933110659318,"B","A","A","N"
"P21",0.716273405464,"E","B","E","N"
"P21",1.16638303772,"F","B","B","N"
"P21",1.16630389245,"B","F","B","N"
"P21",0.683171660363,"E","C","E","N"
"P21",1.66617041376,"F","E","F","N"
"P21",NA,"C","D",NA,"N"
"P21",1.0496945617,"F","C","C","N"
"P21",0.766452962007,"A","C","A","N"
"P21",1.24962599379,"C","B","B","N"
"P21",0.999714059293,"D","C","C","N"
"P21",0.749789258727,"F","A","A","N"
"P21",1.18297549342,"B","C","C","N"
"P21",0.799815709657,"E","D","E","N"
"P22",1.11623625598,"D","C","C","N"
"P22",1.19965995271,"A","D","A","N"
"P22",1.29957128604,"C","E","C","N"
"P22",1.64953597967,"A","F","A","N"
"P22",NA,"E","C",NA,"N"
"P22",1.21632161141,"D","A","A","N"
"P22",1.34960816231,"F","E","E","N"
"P22",1.29961422089,"F","D","F","N"
"P22",1.1330039586,"D","E","E","N"
"P22",0.816431805655,"B","E","E","N"
"P22",1.03306199103,"B","C","C","N"
"P22",1.29960246463,"F","B","B","N"
"P22",1.48289814175,"F","A","A","N"
"P22",1.21623320338,"C","B","C","N"
"P22",0.916385087387,"E","D","E","N"
"P22",1.39958571294,"E","A","E","N"
"P22",1.26628664489,"C","D","C","N"
"P22",1.34960116089,"A","C","C","N"
"P22",1.31628657421,"F","C","C","N"
"P22",1.44955465615,"D","F","F","N"
"P22",1.23296391093,"B","F","F","N"
"P22",1.18297049282,"E","B","E","N"
"P22",1.49955879295,"D","B","D","N"
"P22",1.38295576516,"A","B","A","N"
"P22",1.38293858039,"B","D","B","N"
"P22",1.26629012455,"B","A","A","N"
"P22",1.26630978147,"C","F","C","N"
"P22",1.53288240208,"A","E","E","N"
"P22",1.29961491261,"E","F","F","N"
"P22",1.36621355097,"C","A","A","N"
"P22",1.36628459679,"E","A","A","N"
"P22",1.2329174092,"B","D","B","N"
"P22",1.24963845069,"E","D","E","N"
"P22",0.849736028542,"D","A","A","N"
"P22",1.29963115604,"E","C","E","N"
"P22",1.3162559129,"F","A","A","N"
"P22",1.2663060582,"C","E","E","N"
"P22",1.43287009545,"A","C","A","N"
"P22",1.23294172171,"C","F","F","N"
"P22",1.59949547035,"E","F","E","N"
"P22",0.749792247456,"A","D","A","N"
"P22",1.21636140946,"A","B","A","N"
"P22",1.23297336045,"F","C","C","N"
"P22",0.799766213164,"E","B","E","N"
"P22",0.766466351131,"A","E","A","N"
"P22",1.2662739924,"D","B","D","N"
"P22",0.999655318174,"C","B","C","N"
"P22",1.16630276501,"C","D","C","N"
"P22",0.916412326176,"B","A","A","N"
"P22",1.06634808179,"F","B","F","N"
"P22",1.16635147724,"B","F","F","N"
"P22",0.883074016458,"B","C","C","N"
"P22",0.733091701974,"D","C","C","N"
"P22",1.0497000921,"B","E","E","N"
"P22",1.06630730631,"F","D","F","N"
"P22",0.849766975562,"D","E","E","N"
"P22",1.01631186115,"F","E","F","N"
"P22",1.04971105739,"D","F","F","N"
"P22",1.19967743522,"C","A","A","N"
"P22",1.46622165916,"A","F","A","N"
"P22",0.699821084723,"D","F","F","N"
"P22",1.46624913854,"C","A","A","N"
"P22",1.11635112687,"C","D","C","N"
"P22",0.816479735942,"D","C","C","N"
"P22",1.26629418164,"B","F","F","N"
"P22",1.58283279211,"B","D","B","N"
"P22",1.26630062368,"C","E","E","N"
"P22",0.733136745073,"C","B","C","N"
"P22",1.24949561622,"A","F","A","N"
"P22",0.916447670139,"D","E","E","N"
"P22",0.683140533001,"B","E","E","N"
"P22",0.599837210859,"E","D","E","N"
"P22",1.24968258253,"F","B","F","N"
"P22",1.58294559986,"E","A","E","N"
"P22",0.716470418754,"B","C","C","N"
"P22",1.3162668,"F","E","F","N"
"P22",1.13300231952,"A","C","A","N"
"P22",1.44961088108,"B","A","A","N"
"P22",0.916366092113,"F","D","F","N"
"P22",0.89972137457,"C","F","F","N"
"P22",0.683182791172,"A","D","A","N"
"P22",1.11635359902,"A","E","E","N"
"P22",0.899763031244,"F","C","F","N"
"P22",0.966412553242,"F","A","F","N"
"P22",1.2496394973,"D","B","D","N"
"P22",1.66624306643,"E","C","C","N"
"P22",1.04968952079,"D","A","A","N"
"P22",0.849780298719,"E","B","E","N"
"P22",1.11636833269,"A","B","A","N"
"P22",0.716465697004,"E","F","E","N"
"P22",0.799793927135,"D","B","B","N"
"P22",0.933047155107,"A","B","A","N"
"P22",1.03302356439,"F","E","F","N"
"P22",0.766402054111,"A","F","F","N"
"P22",1.04971061229,"D","E","E","N"
"P22",0.866447990436,"F","B","F","N"
"P22",0.999710225824,"B","C","C","N"
"P22",0.999725672267,"C","F","F","N"
"P22",0.833146116398,"E","D","E","N"
"P22",0.882999211286,"E","F","F","N"
"P22",0.79979666094,"D","A","A","N"
"P22",1.19965438284,"C","E","E","N"
"P22",1.54961909151,"A","C","A","N"
"P22",0.73319223317,"C","B","C","N"
"P22",0.966396415079,"E","B","E","N"
"P22",1.08301863663,"B","F","F","N"
"P22",1.48289342301,"D","C","C","N"
"P22",1.14963891385,"F","A","F","N"
"P22",0.633175722078,"F","C","F","N"
"P22",0.616510313042,"B","E","E","N"
"P22",0.649837001838,"F","D","F","N"
"P22",1.24962032157,"A","E","A","N"
"P22",1.54953868641,"B","D","B","N"
"P22",1.61616111097,"C","A","A","N"
"P22",1.43290711759,"B","A","A","N"
"P22",0.833088270432,"A","D","A","N"
"P22",1.29963573343,"E","A","A","N"
"P22",0.799770059735,"C","D","C","N"
"P22",0.983054512919,"D","F","F","N"
"P22",1.41624516415,"E","C","C","N"
"P22",1.2162939636,"E","F","F","N"
"P22",0.799757771154,"B","C","C","N"
"P22",0.69985782416,"C","B","C","N"
"P22",0.949721694868,"A","F","F","N"
"P22",0.983029475607,"E","D","E","N"
"P22",NA,"A","C",NA,"N"
"P22",1.28296828833,"A","E","A","N"
"P22",0.999712171668,"B","D","B","N"
"P22",1.53287278113,"C","A","A","N"
"P22",0.94972840156,"F","E","F","N"
"P22",0.533195385015,"F","B","F","N"
"P22",0.816417147174,"D","F","F","N"
"P22",0.833108074721,"C","F","F","N"
"P22",0.716472990154,"B","A","A","N"
"P22",0.899762083885,"F","D","F","N"
"P22",0.933069392451,"B","E","E","N"
"P22",0.966362872599,"E","C","C","N"
"P22",1.14965841739,"E","B","E","N"
"P22",0.749776076209,"D","C","C","N"
"P22",0.633162783879,"D","E","E","N"
"P22",0.666507845399,"A","D","A","N"
"P22",1.43291115664,"B","F","F","N"
"P22",1.06636367259,"F","A","A","N"
"P22",1.23298594377,"D","B","D","N"
"P22",NA,"E","A",NA,"N"
"P22",1.18299034823,"C","E","C","N"
"P22",1.11632779781,"F","C","C","N"
"P22",0.899784940771,"D","A","A","N"
"P22",0.649856222673,"A","B","A","N"
"P22",0.699817214092,"C","D","C","N"
"P22",0.599877706643,"E","D","E","N"
"P22",0.883064533858,"C","E","E","N"
"P22",0.599852726473,"B","E","E","N"
"P22",0.833098426709,"B","F","F","N"
"P22",0.683147248714,"F","D","F","N"
"P22",1.28297334692,"B","D","B","N"
"P22",0.549942925454,"D","C","C","N"
"P22",0.833083738153,"A","E","E","N"
"P22",0.766446113767,"F","E","F","N"
"P22",0.93307652019,"F","C","C","N"
"P22",1.46625257008,"A","D","A","N"
"P22",1.41625094754,"A","F","A","N"
"P22",1.3329319534,"E","C","E","N"
"P22",0.766454913666,"B","C","C","N"
"P22",0.999699934211,"C","F","F","N"
"P22",0.733135370654,"B","A","A","N"
"P22",0.949741559307,"D","B","B","N"
"P22",0.816455020433,"C","D","C","N"
"P22",0.99972095653,"E","F","F","N"
"P22",1.26615905836,"E","A","E","N"
"P22",1.14958939862,"C","A","A","N"
"P22",1.18300244734,"F","A","F","N"
"P22",0.699833535711,"A","B","A","N"
"P22",0.799797124091,"C","B","C","N"
"P22",0.666498200397,"F","B","F","N"
"P22",0.716479335948,"D","F","F","N"
"P22",0.783127769235,"D","A","A","N"
"P22",0.816443625072,"D","E","E","N"
"P22",0.533201962384,"E","B","E","N"
"P22",0.783209178842,"A","C","C","N"
"P23",1.26630953786,"B","F","B","N"
"P23",1.28293582253,"E","F","F","N"
"P23",0.78315374789,"A","E","A","N"
"P23",0.699824143337,"D","F","F","N"
"P23",0.783083661462,"F","E","F","N"
"P23",0.599846305493,"C","F","F","N"
"P23",0.5831861776,"A","C","C","N"
"P23",0.916410834464,"C","D","C","N"
"P23",0.983066124818,"C","B","C","N"
"P23",0.749807080371,"A","B","A","N"
"P23",0.849950287779,"C","A","C","N"
"P23",1.23300442777,"D","B","B","N"
"P23",0.799771551449,"F","B","F","N"
"P23",0.833047206235,"A","D","A","N"
"P23",0.883071499194,"B","D","D","N"
"P23",0.999705762717,"F","D","F","N"
"P23",0.816444076195,"D","E","D","N"
"P23",0.683155808017,"B","C","C","N"
"P23",1.14969805002,"C","E","E","N"
"P23",0.833070303719,"D","A","A","N"
"P23",1.14964001759,"F","A","A","N"
"P23",1.3829781198,"F","C","C","N"
"P23",1.13299036778,"E","B","B","N"
"P23",0.699802642827,"E","C","C","N"
"P23",0.816409493126,"B","A","A","N"
"P23",0.816434557505,"E","A","A","N"
"P23",0.999747031424,"A","F","F","N"
"P23",0.849813251731,"D","C","C","N"
"P23",0.983022654632,"B","E","B","N"
"P23",1.09965156182,"E","D","E","N"
"P23",0.933061521863,"C","D","C","N"
"P23",0.883060876757,"A","B","A","N"
"P23",0.949725382045,"A","D","A","N"
"P23",0.966404706714,"D","B","B","N"
"P23",0.966378908508,"F","E","F","N"
"P23",0.549839834889,"E","A","A","N"
"P23",0.633167782318,"B","E","B","N"
"P23",0.733103121393,"E","C","C","N"
"P23",0.516595072988,"D","C","C","N"
"P23",0.68318556708,"B","F","F","N"
"P23",0.649780199471,"A","F","F","N"
"P23",0.716486334365,"B","D","D","N"
"P23",0.649838376259,"F","A","A","N"
"P23",0.78313187746,"F","C","C","N"
"P23",0.849836009369,"D","E","D","N"
"P23",1.4662190246,"E","D","D","N"
"P23",0.983037469502,"E","B","B","N"
"P23",0.783105035658,"E","F","F","N"
"P23",0.516513215264,"B","A","A","N"
"P23",0.899730754916,"C","E","C","N"
"P23",1.04965525351,"D","F","F","N"
"P23",0.649860177517,"F","B","F","N"
"P23",0.58314790134,"C","A","A","N"
"P23",0.749847272399,"C","F","F","N"
"P23",0.699822347868,"C","B","C","N"
"P23",0.466591925655,"A","C","C","N"
"P23",0.583186851276,"B","C","C","N"
"P23",0.833200927809,"F","D","F","N"
"P23",0.699830209434,"A","E","A","N"
"P23",0.499884139653,"D","A","A","N"
"P23",0.749808036752,"D","B","D","N"
"P23",0.68311801897,"A","E","A","N"
"P23",1.04966337372,"F","E","F","N"
"P23",0.816417387774,"E","D","D","N"
"P23",1.18300728037,"A","F","A","N"
"P23",0.749744413409,"D","A","A","N"
"P23",0.466570819126,"F","A","A","N"
"P23",0.89973351278,"F","B","F","N"
"P23",0.89973591576,"C","F","C","N"
"P23",0.999715735536,"D","E","E","N"
"P23",0.816428689902,"C","B","C","N"
"P23",0.933063690259,"B","F","F","N"
"P23",0.666592722639,"E","A","A","N"
"P23",0.999700541724,"B","C","C","N"
"P23",1.14967274504,"D","F","F","N"
"P23",0.683163059063,"A","C","C","N"
"P23",0.983076229967,"E","F","F","N"
"P23",1.06634417206,"E","B","B","N"
"P23",0.983033340226,"F","D","F","N"
"P23",0.799794558708,"D","C","C","N"
"P23",1.34963697703,"F","C","C","N"
"P23",0.583198315808,"B","A","A","N"
"P23",0.616511822799,"A","B","A","N"
"P23",1.34964264614,"B","D","D","N"
"P23",0.899753735108,"C","D","C","N"
"P23",0.766449079146,"C","A","A","N"
"P23",1.09968360658,"B","E","E","N"
"P23",0.749786196396,"E","C","C","N"
"P23",0.899752246403,"A","D","A","N"
"P23",0.933071308218,"C","E","C","N"
"P23",0.949711000252,"E","C","C","N"
"P23",0.933068613512,"E","B","E","N"
"P23",0.916403147333,"C","D","C","N"
"P23",1.38288745315,"B","F","F","N"
"P23",0.633155265166,"A","D","A","N"
"P23",0.883078500618,"D","F","F","N"
"P23",0.899697910174,"B","E","E","N"
"P23",0.816466924057,"A","C","A","N"
"P23",0.549874661564,"B","A","A","N"
"P23",1.21630991229,"B","D","D","N"
"P23",0.883084614835,"F","D","F","N"
"P23",0.683180523528,"E","A","A","N"
"P23",0.583238213103,"F","C","C","N"
"P23",0.466535691703,"B","C","C","N"
"P23",0.966421936595,"F","B","F","N"
"P23",0.766501631937,"A","B","A","N"
"P23",0.933073052559,"E","D","E","N"
"P23",0.58315820799,"C","A","A","N"
"P23",0.89968087578,"C","B","C","N"
"P23",0.749803742063,"E","F","F","N"
"P23",1.53287005335,"D","B","D","N"
"P23",1.06634063225,"A","F","A","N"
"P23",0.699839577749,"D","A","A","N"
"P23",0.76643615899,"C","E","C","N"
"P23",1.08302664556,"C","F","C","N"
"P23",0.849709243881,"A","E","A","N"
"P23",1.46522965831,"F","E","F","N"
"P23",1.34953622929,"D","C","C","N"
"P23",0.933094216231,"D","E","D","N"
"P23",0.683163416954,"F","A","A","N"
"P23",0.866375621327,"D","C","D","N"
"P23",1.11633556915,"F","E","F","N"
"P23",0.63309644177,"D","A","A","N"
"P23",0.999700352252,"F","B","F","N"
"P23",0.783127131649,"A","B","A","N"
"P23",1.282896232,"E","B","E","N"
"P23",0.849761910956,"E","C","C","N"
"P23",0.633157550855,"F","D","F","N"
"P23",0.883129700041,"A","F","A","N"
"P23",0.916393168498,"A","D","A","N"
"P23",1.08302414033,"C","E","C","N"
"P23",1.01638358064,"A","E","A","N"
"P23",0.883091020778,"D","F","F","N"
"P23",0.983033135717,"D","E","E","N"
"P23",1.01637193565,"B","D","D","N"
"P23",0.733114113751,"E","A","A","N"
"P23",1.48288869524,"B","F","F","N"
"P23",1.1329939136,"B","A","A","N"
"P23",1.16632330011,"C","D","C","N"
"P23",1.38296644173,"D","B","D","N"
"P23",1.19961913512,"B","E","E","N"
"P23",1.08302796886,"F","C","F","N"
"P23",0.799787623448,"C","B","C","N"
"P23",1.13301386526,"E","D","E","N"
"P23",1.08300674504,"A","C","A","N"
"P23",1.46621967722,"B","C","C","N"
"P23",1.38286606993,"E","F","F","N"
"P23",1.04971127393,"C","F","C","N"
"P23",NA,"C","A",NA,"N"
"P23",0.766529607561,"F","A","A","N"
"P23",0.883135654861,"F","D","F","N"
"P23",0.916400028571,"B","C","C","N"
"P23",1.19963294549,"F","E","F","N"
"P23",0.733134546603,"A","C","C","N"
"P23",0.799806799172,"C","F","C","N"
"P23",0.899740454055,"E","C","C","N"
"P23",0.583224255365,"F","A","A","N"
"P23",0.683222956132,"F","B","F","N"
"P23",0.71647692996,"D","B","D","N"
"P23",0.599816612595,"C","A","A","N"
"P23",0.866422450875,"D","E","E","N"
"P23",0.91639985113,"E","D","E","N"
"P23",0.933035931174,"A","E","A","N"
"P23",0.766467542096,"C","B","C","N"
"P23",0.566569519893,"D","A","A","N"
"P23",0.849766109405,"B","F","F","N"
"P23",0.799795918091,"A","D","A","N"
"P23",0.716482021631,"A","F","A","N"
"P23",0.733141575095,"B","D","D","N"
"P23",0.783124770773,"A","B","A","N"
"P23",0.93306598497,"C","E","C","N"
"P23",0.74981033447,"E","F","E","N"
"P23",1.0164116525,"E","B","E","N"
"P23",0.899697982354,"B","E","E","N"
"P23",1.03301180814,"D","F","F","N"
"P23",0.516605352571,"B","A","A","N"
"P23",0.533215760724,"E","A","A","N"
"P23",0.866451473104,"D","C","C","N"
"P23",1.43290194772,"F","C","C","N"
"P23",0.699818308816,"C","D","C","N"
"P24",1.38291105781,"A","C","A","N"
"P24",1.44959303765,"B","D","B","N"
"P24",1.54951794648,"F","B","B","N"
"P24",1.24967327464,"C","F","C","N"
"P24",1.41624658762,"B","C","B","N"
"P24",1.04969643236,"C","B","B","N"
"P24",1.23298518357,"A","B","A","N"
"P24",1.31628511665,"E","C","E","N"
"P24",1.31627333028,"C","D","C","N"
"P24",0.933119050233,"F","E","E","N"
"P24",0.833253265764,"E","F","E","N"
"P24",1.24964124781,"B","E","B","N"
"P24",1.29967242051,"E","D","E","N"
"P24",1.46622829603,"B","F","B","N"
"P24",1.23296035669,"B","A","A","N"
"P24",1.33293900948,"D","E","E","N"
"P24",1.33294248013,"D","B","B","N"
"P24",1.09967903399,"A","F","A","N"
"P24",NA,"D","F",NA,"N"
"P24",1.16629362486,"F","A","A","N"
"P24",1.1496714551,"C","E","C","N"
"P24",1.09967991218,"E","A","A","N"
"P24",0.833119901356,"A","E","A","N"
"P24",1.24965180111,"C","A","A","N"
"P24",1.38291622168,"F","C","C","N"
"P24",1.13304178164,"D","A","A","N"
"P24",1.09971419463,"E","B","B","N"
"P24",1.58288437831,"F","D","F","N"
"P24",0.916421145706,"D","C","C","N"
"P24",0.883120430673,"A","D","A","N"
"P24",1.08305328231,"D","B","B","N"
"P24",1.14966991226,"A","C","A","N"
"P24",1.09967652574,"C","E","E","N"
"P24",1.31630436463,"E","F","E","N"
"P24",1.36627555582,"F","B","F","N"
"P24",1.2996188149,"B","C","C","N"
"P24",0.916396114315,"A","F","A","N"
"P24",1.21632957346,"C","B","C","N"
"P24",1.46626758295,"B","F","F","N"
"P24",1.0996599003,"E","A","A","N"
"P24",1.09970720822,"F","D","F","N"
"P24",1.08313074638,"E","C","C","N"
"P24",1.13299596544,"E","D","E","N"
"P24",1.2162987376,"C","F","C","N"
"P24",1.28291134052,"F","C","C","N"
"P24",1.19967160548,"D","E","E","N"
"P24",1.49955463794,"D","F","F","N"
"P24",0.866474772371,"A","E","A","N"
"P24",0.749798055653,"F","A","A","N"
"P24",1.01637623777,"C","A","A","N"
"P24",1.11635513718,"D","C","C","N"
"P24",1.11635138082,"C","D","C","N"
"P24",1.03304616657,"B","A","A","N"
"P24",1.14968371366,"B","E","E","N"
"P24",1.34958036105,"E","B","E","N"
"P24",1.14966608973,"A","B","A","N"
"P24",1.2662928008,"F","E","E","N"
"P24",1.21632845768,"B","D","B","N"
"P24",1.21631885174,"D","A","A","N"
"P24",0.949723752452,"A","D","A","N"
"P24",1.24964660115,"F","B","F","N"
"P24",1.31624974549,"F","D","F","N"
"P24",0.899751848483,"A","E","A","N"
"P24",1.3496037323,"D","F","F","N"
"P24",0.716475280637,"F","E","F","N"
"P24",1.36628002196,"C","F","C","N"
"P24",1.41621232622,"B","D","B","N"
"P24",1.29956158826,"D","E","E","N"
"P24",1.4828813648,"B","C","B","N"
"P24",1.08305312892,"E","A","A","N"
"P24",1.13301001647,"D","C","C","N"
"P24",0.783123765987,"A","D","A","N"
"P24",1.09973706664,"A","C","A","N"
"P24",0.816446204164,"B","A","A","N"
"P24",1.21630105638,"E","B","E","N"
"P24",1.01639516395,"E","F","E","N"
"P24",0.999698645874,"B","E","E","N"
"P24",1.16633196442,"C","B","C","N"
"P24",0.999725328382,"F","C","C","N"
"P24",1.19964621319,"C","A","C","N"
"P24",0.866429828346,"D","A","A","N"
"P24",0.749845104925,"A","F","A","N"
"P24",1.59949675566,"B","F","F","N"
"P24",0.949723036669,"F","A","A","N"
"P24",NA,"D","B",NA,"N"
"P24",1.56621417283,"E","C","C","N"
"P24",1.01634474026,"A","B","A","N"
"P24",1.0163750859,"E","D","E","N"
"P24",1.11634569966,"C","E","C","N"
"P24",1.18301442846,"C","D","C","N"
"P24",1.11633346516,"E","D","E","N"
"P24",0.949720044209,"B","A","A","N"
"P24",0.966401996977,"A","B","A","N"
"P24",1.0663435523,"F","D","F","N"
"P24",1.09972097653,"F","B","F","N"
"P24",0.833096397771,"A","D","A","N"
"P24",1.03303079826,"C","B","C","N"
"P24",1.14970682927,"E","B","E","N"
"P24",1.24961876377,"B","D","D","N"
"P24",1.09966774686,"B","C","C","N"
"P24",1.0997136593,"D","F","F","N"
"P24",0.899754534177,"F","A","A","N"
"P24",0.899747445508,"A","E","A","N"
"P24",0.9164911933,"A","F","A","N"
"P24",1.4162162871,"C","E","C","N"
"P24",1.14966433034,"E","C","C","N"
"P24",0.999730898264,"D","A","A","N"
"P24",1.34962322088,"E","F","E","N"
"P24",1.14970032105,"D","C","C","N"
"P24",1.19965808377,"C","F","C","N"
"P24",1.19965368681,"A","C","A","N"
"P24",1.36626103864,"F","C","C","N"
"P24",1.11633894482,"C","A","A","N"
"P24",1.51622764641,"B","E","E","N"
"P24",1.23298085879,"D","E","E","N"
"P24",1.38293985759,"D","B","D","N"
"P24",1.11636166345,"E","A","A","N"
"P24",1.06636475515,"C","D","C","N"
"P24",1.26629963083,"B","F","F","N"
"P24",1.14963012308,"F","E","E","N"
"P24",1.28296279276,"D","E","E","N"
"P24",1.33293597191,"E","F","F","N"
"P24",0.899764215306,"A","C","A","N"
"P24",1.2996294103,"A","E","A","N"
"P24",1.36626391982,"F","B","F","N"
"P24",1.19964343727,"B","F","F","N"
"P24",1.31626247021,"F","C","C","N"
"P24",0.766511009691,"A","D","A","N"
"P24",1.44954504402,"C","F","C","N"
"P24",1.53288941286,"D","B","D","N"
"P24",1.06633712228,"D","A","A","N"
"P24",1.04970822174,"E","A","A","N"
"P24",1.24960954579,"D","F","F","N"
"P24",1.21630794054,"E","B","E","N"
"P24",1.04969238427,"C","A","A","N"
"P24",1.06635723341,"B","E","E","N"
"P24",1.01638953391,"F","D","F","N"
"P24",1.59952293592,"C","E","C","N"
"P24",1.0163267013,"C","D","C","N"
"P24",1.01635442741,"B","A","A","N"
"P24",1.03300781197,"C","B","C","N"
"P24",0.966363389749,"F","A","A","N"
"P24",1.23295004098,"E","C","C","N"
"P24",0.799807045059,"A","F","A","N"
"P24",0.983084617408,"F","E","E","N"
"P24",1.06635183495,"E","D","E","N"
"P24",1.46626288224,"A","B","A","N"
"P24",1.03301726754,"D","C","C","N"
"P24",0.916420396839,"B","C","C","N"
"P24",1.38290642927,"B","D","B","N"
"P24",1.28296690702,"C","A","A","N"
"P24",0.866477497162,"A","D","A","N"
"P24",1.14965956948,"C","D","C","N"
"P24",1.14966724762,"D","F","F","N"
"P24",1.29963870648,"C","F","C","N"
"P24",0.883115732966,"D","A","A","N"
"P24",1.09966674536,"C","B","C","N"
"P24",0.833121026159,"A","B","A","N"
"P24",0.899731553898,"B","A","A","N"
"P24",1.08300249472,"F","C","C","N"
"P24",1.16633597341,"E","B","E","N"
"P24",0.883096457921,"D","C","C","N"
"P24",0.933084271548,"E","D","E","N"
"P24",1.29962859828,"E","F","E","N"
"P24",1.34960627965,"F","D","F","N"
"P24",0.999792951932,"F","A","A","N"
"P24",1.28292802009,"C","E","C","N"
"P24",1.11632649379,"F","B","F","N"
"P24",0.933053080804,"A","F","A","N"
"P24",1.46628028662,"E","C","C","N"
"P24",1.29949016624,"B","D","B","N"
