"Participant","RT","symb1","symb2","choice","condition"
"P29",0.466575679882,"F","E","F","A"
"P29",0.466608846549,"A","B","A","A"
"P29",0.63319458049,"F","B","B","A"
"P29",0.483206601453,"C","B","C","A"
"P29",0.433208854069,"D","A","A","A"
"P29",0.466566672432,"F","E","E","A"
"P29",0.516553686062,"D","E","E","A"
"P29",0.549850978565,"D","F","F","A"
"P29",0.483223527643,"C","A","C","A"
"P29",0.566512197653,"A","E","A","A"
"P29",0.449869661132,"B","C","C","A"
"P29",0.383281978329,"F","C","F","A"
"P29",0.433240059849,"E","D","D","A"
"P29",0.400030784731,"E","B","E","A"
"P29",0.499871212998,"F","A","A","A"
"P29",0.583162352163,"A","F","A","A"
"P29",0.48318434899,"A","D","A","A"
"P29",0.399872554341,"A","C","A","A"
"P29",0.433205398456,"C","F","F","A"
"P29",0.683167488967,"F","D","F","A"
"P29",0.566552062015,"E","F","F","A"
"P29",0.499894286508,"D","C","D","A"
"P29",0.433235085449,"C","D","D","A"
"P29",0.633169919023,"B","F","F","A"
"P29",0.516557301073,"E","A","A","A"
"P29",0.449885357253,"A","B","A","A"
"P29",0.466534176436,"C","E","E","A"
"P29",0.633173341554,"B","E","E","A"
"P29",0.68314725754,"E","C","C","A"
"P29",0.649856686792,"D","B","B","A"
"P29",0.733163807792,"B","D","D","A"
"P29",0.46654529214,"B","A","B","A"
"P29",0.499861137887,"A","E","A","A"
"P29",0.549872238555,"D","E","E","A"
"P29",0.59983435914,"C","E","E","A"
"P29",0.683159732635,"C","B","C","A"
"P29",0.466547571823,"F","A","A","A"
"P29",0.633178406179,"A","B","A","A"
"P29",0.383252525922,"C","A","A","A"
"P29",0.583188126406,"F","E","E","A"
"P29",0.749790133908,"E","C","C","A"
"P29",0.616524396057,"E","D","E","A"
"P29",0.483244156059,"D","B","B","A"
"P29",0.849795243645,"A","D","A","A"
"P29",0.449961624348,"A","F","A","A"
"P29",0.533232201262,"E","A","A","A"
"P29",0.566552275546,"F","B","F","A"
"P29",0.533219016397,"C","D","D","A"
"P29",0.433257265735,"D","A","A","A"
"P29",0.599861312321,"B","D","D","A"
"P29",0.483244303427,"B","A","A","A"
"P29",0.499825378756,"C","F","F","A"
"P29",0.4832464598,"E","F","F","A"
"P29",0.666480709167,"B","E","E","A"
"P29",0.449903898467,"D","F","D","A"
"P29",0.766464167938,"F","D","F","A"
"P29",0.633159428877,"D","C","C","A"
"P29",0.616512483364,"B","C","C","A"
"P29",0.449893372232,"A","C","A","A"
"P29",0.449875396425,"B","F","F","A"
"P29",0.683151690588,"F","C","C","A"
"P29",0.683175744543,"E","B","B","A"
"P29",0.583215684093,"A","B","A","A"
"P29",0.48323329599,"E","F","F","A"
"P29",0.599870043083,"B","A","A","A"
"P29",0.5331993985,"C","A","A","A"
"P29",0.599791655703,"B","E","E","A"
"P29",0.466542480131,"E","A","A","A"
"P29",0.549846744008,"E","B","E","A"
"P29",0.383264432598,"C","E","E","A"
"P29",0.533174337035,"A","C","A","A"
"P29",0.383213530724,"A","E","A","A"
"P29",0.516551914647,"F","D","D","A"
"P29",0.449918178057,"C","F","F","A"
"P29",0.683148075579,"C","B","C","A"
"P29",0.49995579582,"E","C","C","A"
"P29",0.79979589928,"D","E","E","A"
"P29",0.533193912828,"F","E","E","A"
"P29",0.7498038511,"F","B","F","A"
"P29",0.699765078458,"D","B","D","A"
"P29",0.566507782649,"B","D","D","A"
"P29",0.499875952812,"A","D","A","A"
"P29",0.533195588005,"B","F","F","A"
"P29",0.383234207262,"C","D","C","A"
"P29",0.4665532199,"D","A","A","A"
"P29",0.483239034293,"B","C","C","A"
"P29",0.63316621078,"D","F","F","A"
"P29",0.699835029811,"D","C","C","A"
"P29",0.566539189929,"F","A","A","A"
"P29",0.499908725498,"A","F","A","A"
"P29",0.54985918903,"F","C","F","A"
"P29",0.59983358922,"E","D","D","A"
"P29",0.516604368388,"C","F","F","A"
"P29",0.499883709144,"E","C","C","A"
"P29",0.499876584387,"F","A","A","A"
"P29",0.583214688611,"A","F","A","A"
"P29",0.433297584228,"B","C","C","A"
"P29",0.483230417818,"B","E","B","A"
"P29",0.516540651575,"A","D","A","A"
"P29",0.666477683628,"C","D","D","A"
"P29",0.583159146172,"F","C","C","A"
"P29",0.516392878249,"B","F","F","A"
"P29",0.449906388674,"E","A","A","A"
"P29",0.383243223736,"E","D","D","A"
"P29",0.533214712672,"D","C","C","A"
"P29",0.499909317974,"A","E","A","A"
"P29",0.366651477809,"B","A","A","A"
"P29",0.433237097466,"B","D","D","A"
"P29",0.466573887414,"A","C","A","A"
"P29",0.633179121962,"E","F","E","A"
"P29",0.633178544522,"D","E","E","A"
"P29",0.5831898497,"A","B","A","A"
"P29",0.449908202194,"C","A","A","A"
"P29",0.648855425146,"E","B","E","A"
"P29",0.516526615589,"C","B","B","A"
"P29",0.633135110262,"F","B","B","A"
"P29",0.499887459493,"D","A","A","A"
"P29",0.483205365374,"D","B","D","A"
"P29",0.51653838693,"F","D","F","A"
"P29",0.483232971181,"F","E","E","A"
"P29",0.533185930934,"C","E","C","A"
"P29",0.699833318547,"D","F","D","A"
"P29",0.499908596175,"F","D","D","A"
"P29",0.516526850173,"D","F","D","A"
"P29",0.683198171442,"C","B","C","A"
"P29",0.466568052871,"E","D","D","A"
"P29",0.316624109593,"F","C","C","A"
